,addr,rssi
0,7c:e0:49:5e:03:15,-61
1,56:36:92:40:40:44,-53
2,c6:c1:d9:83:f0:15,-58
3,69:5d:36:65:da:c9,-64
4,43:6e:b9:ce:23:67,-79
5,5e:3a:d9:2c:0a:93,-77
6,56:0f:b8:d8:ff:dd,-79
7,7f:dc:95:2d:04:20,-75
8,38:92:c8:69:d6:de,-79
9,12:d7:dc:32:76:9a,-79
10,2e:97:ad:5e:14:31,-76
11,23:a2:68:4b:91:67,-79
12,00:ae:fa:bc:06:2c,-78
13,ea:df:e7:2e:ff:2b,-79
14,71:62:60:1e:9c:a2,-79
15,11:5d:43:2c:1e:eb,-79
16,7e:58:14:5e:4c:6b,-79
17,e1:d0:40:e6:84:d9,-74
18,69:20:71:b8:2d:0d,-79
19,45:e4:ec:df:6c:c3,-78
20,e2:e9:cd:16:07:46,-73
