,addr,rssi
0,73:17:b0:1f:56:96,-79
1,5e:3b:5a:ed:a5:f6,-79
2,7b:fa:54:4b:c6:d9,-67
3,64:06:24:7f:9e:86,-76
4,4b:9b:34:20:ed:0c,-79
5,f2:dd:da:bb:2c:af,-67
6,74:90:50:40:c9:15,-64
7,75:d4:54:78:09:d3,-78
8,4f:cb:26:d3:21:2d,-79
9,05:1e:f9:fa:a4:12,-77
10,e6:4f:82:99:d3:65,-71
11,6b:70:52:46:1d:12,-79
12,74:02:6e:c3:56:df,-79
13,79:7f:38:04:7e:0d,-76
14,0a:1a:f0:aa:2e:bb,-79
15,d9:d3:89:d0:54:09,-72
16,47:71:78:13:71:95,-79
17,c9:47:08:ac:12:df,-79
18,71:27:7e:1b:b8:dc,-79
19,21:96:76:44:bb:9f,-74
20,48:d0:ed:37:0c:4b,-79
21,5d:91:a0:c1:23:90,-79
22,63:10:08:c9:69:f6,-79
23,69:ed:2f:7f:23:36,-79
24,5a:61:b8:54:45:46,-79
25,c6:70:09:8c:15:73,-79
26,69:e3:2f:9b:fc:9a,-79
27,2d:d1:77:d7:04:92,-79
28,5a:d2:9a:d2:bc:d2,-79
29,27:d1:fe:30:69:71,-79
