,addr,rssi
0,64:49:d6:72:a1:65,-64
1,74:97:cc:ea:a5:10,-63
2,7e:9d:25:7f:4d:74,-78
3,78:ea:c7:a8:41:c0,-60
4,ca:27:73:14:f9:c9,-78
5,74:d7:ca:e4:5e:dd,-76
6,53:17:5c:45:a5:56,-76
7,74:90:50:40:c9:15,-67
8,2d:4f:6a:41:d6:3a,-79
9,23:92:ed:bd:d5:c4,-79
10,d2:7a:f8:84:ff:e2,-62
11,2e:ca:73:37:c1:56,-79
12,1d:62:f6:2c:48:28,-79
13,52:8d:74:24:4c:29,-79
14,07:cf:eb:0a:23:7a,-79
15,cf:91:a3:52:dc:75,-79
16,60:f1:89:27:ec:ae,-79
17,2c:e6:8d:ff:cc:7f,-79
18,2c:41:a1:5c:b6:d0,-77
19,47:d5:65:2c:2b:d2,-79
20,76:bc:66:80:c0:de,-66
21,61:ef:25:14:77:d4,-79
22,3f:6c:ae:21:ab:bb,-78
