,addr,rssi
0,4e:21:ab:67:21:8d,-79
1,49:f6:33:3f:65:11,-53
2,00:a0:50:53:77:0c,-79
3,c4:7a:e9:2a:a5:3f,-79
4,34:d3:36:ac:76:da,-58
5,74:90:50:40:c9:15,-66
6,0b:87:d3:bc:c4:90,-64
7,42:00:55:d2:1b:1c,-62
8,33:7b:3c:86:63:f1,-65
9,69:33:d2:40:6c:cb,-63
10,75:f7:77:14:8c:82,-79
11,32:2c:d4:07:f1:50,-79
12,4e:6b:5d:f8:66:2c,-79
13,3a:0f:1a:2d:4d:8d,-79
14,2c:13:fe:3a:47:64,-79
15,7b:05:0d:64:2d:a6,-79
16,75:ba:e3:d5:8c:d7,-77
17,c6:47:5c:5f:e9:c6,-68
18,40:a0:35:2d:9a:57,-79
19,1a:5c:63:18:cb:72,-79
20,42:29:8c:73:78:32,-79
21,4a:f8:7f:12:e5:eb,-79
22,45:0e:cf:87:23:9a,-79
23,47:9d:33:c0:fc:98,-78
24,5e:06:19:76:c9:21,-79
25,64:8c:b1:65:7d:db,-79
26,f0:aa:03:b7:12:92,-79
27,44:93:97:ff:52:79,-74
28,23:b0:90:5f:39:13,-79
29,34:c2:23:69:04:3f,-79
