,addr,rssi
0,32:06:a9:ef:cd:4f,-62
1,71:54:2a:67:13:36,-63
2,4f:55:69:c3:cf:2c,-79
3,58:da:89:09:ba:43,-61
4,71:b1:25:da:1e:00,-68
5,4c:ba:d0:48:1e:2d,-71
6,55:8b:74:10:32:2f,-62
7,32:1b:04:21:10:08,-76
8,42:53:f4:7e:7f:a0,-79
9,7e:2b:87:25:ad:fa,-72
10,69:ac:77:e4:d8:38,-75
11,42:db:f1:88:11:8e,-79
12,78:77:a1:aa:65:ac,-78
13,f5:63:0a:d1:6b:14,-56
14,66:4c:7e:51:60:dd,-79
15,57:0f:25:d6:38:03,-71
16,de:5c:48:a9:53:08,-79
17,40:91:6a:d4:cc:20,-79
18,61:48:aa:a5:c7:fa,-79
19,74:ea:67:a3:96:b8,-79
20,05:db:d6:7e:3f:1f,-79
21,77:af:61:95:6d:6a,-79
22,45:2c:c9:1c:6e:7a,-79
23,1c:d6:c1:91:3d:aa,-78
24,51:78:3a:f3:36:a3,-79
25,f8:d7:fb:0a:9c:bd,-79
26,00:49:b5:ba:30:2b,-79
27,75:06:c2:01:8c:20,-79
28,0b:7c:70:1e:67:30,-79
