,addr,rssi
0,5a:ae:79:97:b5:72,-62
1,7e:d7:ab:6b:86:38,-53
2,72:a7:64:3a:73:49,-64
3,ee:dc:f4:68:32:01,-62
4,1c:e0:0f:87:c9:de,-64
5,74:90:50:40:c9:15,-68
6,7c:8b:ee:9f:00:9c,-77
7,65:61:c9:15:9f:3e,-72
8,63:a6:e8:2f:9e:63,-78
9,ee:c0:e8:b0:4f:e4,-71
10,45:cd:a1:83:8c:ed,-76
11,52:2b:c3:e9:61:1f,-79
12,d9:50:83:5e:e2:40,-63
13,5b:9f:71:b5:94:3c,-78
14,6f:f5:72:f5:4e:ec,-79
15,51:03:cb:d6:e1:73,-79
16,e1:fa:a9:56:e1:4b,-79
17,6d:9b:55:c8:07:f0,-79
18,3b:93:bf:00:35:ec,-78
19,66:31:28:13:0d:c7,-75
20,2e:6f:28:58:ee:d3,-73
21,46:04:e4:be:29:ab,-78
22,42:e6:22:ec:c7:d4,-79
23,66:b6:59:0f:2a:91,-79
24,77:e5:e9:5e:b4:9f,-79
25,60:96:70:cb:1a:39,-68
26,49:65:3e:66:bd:4c,-75
27,2f:f7:78:a5:02:01,-78
28,76:33:70:8f:0e:53,-79
29,76:b7:2e:c9:e0:d8,-79
30,43:7e:03:f3:08:12,-78
31,11:68:ee:f9:de:56,-79
32,63:f6:00:63:f5:17,-79
33,70:6f:8d:26:3c:29,-74
34,64:76:f2:c9:77:98,-79
35,64:7a:ac:cb:25:65,-69
36,cf:28:9c:62:40:ea,-79
37,58:58:d3:d6:64:25,-78
38,2f:cc:5c:a8:29:81,-74
39,d7:d2:46:7f:c9:e8,-77
40,4e:11:65:7a:69:30,-71
41,66:29:4b:25:de:f9,-79
42,38:4a:7b:39:18:a0,-78
43,1b:30:82:be:16:20,-79
44,3f:9d:a6:9c:de:f2,-79
45,5f:0d:37:32:da:67,-77
46,ef:4c:82:22:41:74,-76
47,1d:41:20:84:b3:d5,-79
48,7f:77:d5:0b:93:a3,-78
49,73:51:bf:e8:a2:ed,-77
50,20:5a:bf:87:6d:65,-77
51,e3:03:06:e3:c8:c6,-76
