,addr,rssi
0,36:8b:c8:07:ab:07,-53
1,56:cf:04:e9:8a:6f,-65
2,54:0c:fb:b7:2f:3b,-66
3,4b:d8:f2:f0:b1:c8,-62
4,00:a0:50:1d:4a:8d,-79
5,7b:61:a9:df:95:73,-60
6,65:1a:47:fe:67:1e,-60
7,46:c0:d8:f3:d8:2c,-79
8,74:90:50:40:c9:15,-64
9,cb:56:f1:a9:d1:16,-58
10,c1:82:d3:81:f6:a0,-59
11,00:a0:50:53:2b:9c,-79
12,e8:79:56:68:5b:52,-79
13,df:b4:d6:0f:34:ef,-57
14,f6:e2:03:12:f7:52,-65
15,6e:7c:19:4c:26:24,-79
16,6d:55:1b:d7:02:39,-79
17,00:a0:50:53:46:a3,-79
18,00:a0:50:53:46:47,-79
19,54:60:72:2c:f7:c6,-79
