,addr,rssi
0,5e:24:26:a3:bb:08,-77
1,66:6c:38:ec:cf:e0,-77
2,6f:f0:19:3a:c7:dd,-79
3,7c:74:31:62:7b:56,-73
4,67:a5:d0:b2:33:a2,-76
5,77:e9:51:a6:0d:8e,-74
6,71:60:e0:e7:01:40,-76
7,6b:7d:10:f7:e8:3a,-74
8,42:d1:fe:76:7e:2d,-79
9,6c:62:16:84:40:6e,-78
10,6d:df:24:90:a4:69,-78
11,00:a0:50:d3:93:26,-79
12,62:94:ab:60:52:1b,-79
13,6c:6d:cc:5d:e7:12,-77
14,54:bb:ff:4e:04:a6,-79
15,cd:fb:5a:69:30:4a,-77
16,4b:2a:3d:50:d9:f2,-79
17,56:af:94:f2:9b:bc,-79
18,08:66:98:ea:60:6f,-79
19,08:a1:74:8d:3e:dc,-77
20,7d:c5:3e:a5:40:01,-79
21,7c:86:6e:5e:b3:bd,-79
22,6d:c0:31:83:8e:7d,-75
23,61:2a:34:10:bd:61,-79
24,7a:b2:09:62:e9:77,-78
25,76:9c:63:44:c0:2c,-74
26,65:74:b5:71:71:6b,-79
27,74:8c:22:8b:35:f4,-74
28,60:c4:60:5f:41:df,-79
29,f7:af:9a:fc:a0:99,-79
30,75:81:6a:59:b4:7d,-73
31,14:0e:82:bc:bb:fe,-79
32,f0:e0:67:db:fe:f9,-78
33,7e:31:25:8b:91:37,-79
34,d9:c6:18:7e:d7:4e,-79
35,de:b0:6e:60:a4:8a,-77
36,68:e8:86:d8:2a:18,-79
37,e8:01:46:e5:02:e8,-73
38,ed:a5:6f:59:3d:19,-75
39,50:ee:47:89:91:62,-78
40,6b:42:fa:ba:f0:07,-79
