,addr,rssi
0,00:a0:50:c5:19:9f,-79
1,4c:0c:24:65:28:bb,-66
2,39:b8:32:7a:8a:73,-69
3,41:66:9c:c6:6d:cd,-68
4,c0:49:c7:2f:bc:22,-64
5,77:22:38:b8:89:5d,-79
6,74:90:50:40:c9:15,-67
7,6e:fd:cc:d0:11:cb,-77
8,7c:b7:83:fc:8f:9d,-76
9,04:33:ad:dc:06:f3,-78
10,e6:b8:8f:a1:7e:8c,-75
11,56:be:db:3c:32:5c,-71
12,c7:1c:f2:93:c9:3a,-71
13,50:3b:12:30:ad:d9,-79
14,c6:b2:a6:e0:3d:87,-79
15,69:f0:d0:6c:bd:54,-75
16,3d:f1:9c:1d:8b:37,-79
17,4c:35:e2:cd:fa:2f,-72
18,fb:a4:2e:ee:93:d0,-67
19,72:6e:6b:d2:d0:0f,-79
20,16:22:1c:86:4b:97,-77
21,5b:9d:57:98:90:7b,-77
22,2a:b1:19:6a:08:0f,-79
23,49:d8:83:23:91:95,-74
24,53:88:ab:60:e3:f7,-79
25,6d:ef:7c:a4:89:0c,-79
26,69:05:ee:d1:be:7d,-75
27,63:e2:8d:7f:cb:bf,-79
28,60:29:d5:c5:03:3f,-79
29,4f:81:d5:77:0e:00,-76
30,d6:70:70:f1:5b:30,-79
31,6c:d4:66:6a:6c:8c,-79
32,69:10:ad:6f:14:ec,-79
33,f5:2c:9f:aa:f3:04,-76
34,e7:57:c4:c9:80:61,-79
35,6b:e7:d7:f8:91:1c,-79
