,addr,rssi
0,66:22:47:7e:85:14,-74
1,00:a0:50:53:37:0a,-79
2,70:2e:d8:50:11:c2,-79
3,00:a0:50:ed:43:14,-79
4,56:9a:7a:8f:a3:ab,-78
5,60:dd:fa:31:61:43,-74
6,09:1e:bb:e3:8e:1f,-77
7,05:c0:f0:6d:e2:68,-78
8,4a:71:87:b5:26:5e,-79
9,64:7b:c8:28:30:7b,-75
10,00:a0:50:d8:8c:57,-79
11,f1:d7:91:19:ae:ff,-70
12,48:40:4e:ac:33:af,-73
13,29:a5:12:17:46:a6,-75
14,6f:fb:3e:cb:6c:99,-79
15,c0:6b:85:49:ac:30,-79
16,2b:c2:c6:f7:2f:10,-73
17,79:c7:30:26:99:b9,-66
18,43:64:33:7c:52:76,-74
19,53:89:6d:71:7e:97,-79
20,28:ed:73:e3:81:7a,-75
21,f7:75:80:ea:55:f0,-77
22,69:35:af:72:fe:4c,-79
23,6b:a6:45:ec:f3:86,-78
24,72:5a:34:ec:89:44,-79
25,e4:18:e7:45:41:1f,-75
26,00:a0:50:ed:43:30,-79
27,03:77:96:6a:3b:5b,-68
28,31:cd:4d:c9:19:b5,-79
29,77:63:93:27:74:8c,-77
30,72:68:1b:8a:88:11,-77
31,2d:fe:95:19:ed:03,-79
32,7e:e4:b9:fb:cc:50,-79
33,4b:8b:cd:4c:18:05,-78
34,61:4a:07:23:34:1c,-73
35,00:a0:50:53:2b:9e,-79
36,3b:81:aa:ae:e6:9f,-72
37,d1:5c:d6:d9:8f:64,-64
38,57:44:63:36:e2:f2,-71
39,e4:63:f9:be:00:29,-76
40,20:b8:40:d5:8f:d5,-79
41,d7:c0:ab:b6:c2:c0,-76
42,18:eb:b5:5f:be:20,-79
43,58:28:14:b2:7a:af,-78
44,00:a0:50:c4:2a:98,-79
