,addr,rssi
0,6b:ae:af:41:eb:db,-71
1,5e:3d:3d:9d:05:43,-59
2,11:dd:9a:ba:1b:c9,-72
3,51:dd:e1:dc:3c:ce,-63
4,68:2a:8d:18:98:21,-79
5,5b:a2:35:21:a5:68,-75
6,4c:87:5d:65:d2:3d,-68
7,29:d1:a3:ee:31:fd,-78
8,4c:87:5d:65:68:c7,-64
9,64:b0:67:f7:d2:01,-79
10,5b:27:d3:46:bd:67,-78
11,2e:2b:50:d6:72:5f,-78
12,64:13:7d:86:9b:51,-79
13,ff:37:b7:15:63:5e,-79
14,41:30:fe:d2:6b:b0,-79
15,59:b2:87:1b:ca:54,-79
16,65:75:af:f5:84:9a,-71
17,7c:64:c7:53:d2:2c,-79
18,2f:99:f1:47:e9:e5,-79
19,e2:66:3b:e7:0b:5b,-71
20,74:90:50:40:c9:15,-76
21,63:1d:67:41:f6:2e,-72
22,2a:b9:2f:87:65:37,-79
23,f0:d8:86:a7:83:9f,-75
24,f8:f0:a4:43:78:5e,-79
25,67:4d:ab:7b:c6:14,-79
26,60:2c:19:ea:96:0c,-79
27,51:a2:61:96:42:64,-79
28,fb:3b:ad:56:c3:67,-79
29,d0:8b:6a:d3:87:c5,-77
30,e0:67:ee:72:22:1e,-79
31,d2:42:58:8a:da:d7,-79
