,addr,rssi
0,53:48:d2:39:56:db,-64
1,36:ef:19:2a:54:b0,-63
2,41:e7:46:b4:a6:47,-72
3,ac:12:2f:69:68:aa,-68
4,03:46:e1:be:93:43,-66
5,ac:2a:21:af:7b:23,-71
6,4e:f3:7d:7b:b2:62,-63
7,74:e4:07:be:ef:72,-79
8,08:0e:69:3c:a6:a3,-72
9,79:83:d9:41:57:ad,-64
10,44:c9:7c:6a:9d:0f,-79
11,03:e4:0f:d1:12:a9,-79
12,66:a4:7f:2c:92:00,-57
13,4b:67:ab:9a:5b:cc,-79
14,e3:06:09:d2:18:ad,-55
15,5b:cd:94:6b:4d:81,-78
16,69:2f:80:fd:a2:49,-78
17,f7:27:44:a4:6e:cd,-73
18,bc:25:f0:1b:08:9f,-79
19,ef:0a:d7:13:26:77,-73
20,23:51:f7:42:46:ef,-79
