,addr,rssi
0,62:cd:3c:d5:47:bb,-63
1,1c:57:ca:a4:41:bd,-69
2,5d:ad:d3:83:5b:84,-65
3,7c:6e:e0:2f:b5:5b,-79
4,14:c0:45:09:48:ea,-63
5,64:c3:97:70:6b:a1,-75
6,63:38:81:63:ec:e8,-79
7,6f:2b:c8:07:f5:f2,-58
8,41:90:98:4c:55:3b,-57
9,1c:52:16:ff:d8:c7,-79
10,55:97:9e:54:0b:50,-68
11,70:13:3d:64:db:3e,-66
12,1a:ac:95:a4:fa:91,-79
13,3f:81:51:9b:bf:e4,-79
14,4c:36:af:e4:da:9b,-79
15,ca:40:5d:7c:88:12,-69
16,68:64:15:c8:dc:ac,-77
17,d2:28:41:22:3f:cf,-79
18,de:c6:75:d2:eb:d0,-62
19,6c:68:9d:fe:50:1d,-79
20,69:a3:a4:a1:1c:52,-79
21,74:90:50:40:c9:15,-66
22,f2:a3:cb:d3:d9:0b,-53
23,5c:d4:31:74:fc:94,-79
24,48:92:24:4f:c6:47,-79
25,7f:dc:d1:84:3b:7c,-79
26,2f:2f:d7:59:fb:59,-79
27,cd:b7:1b:13:d6:6a,-77
28,4a:09:03:fa:d3:20,-79
29,36:ea:a1:50:4d:8a,-79
30,fd:35:a3:34:c9:70,-75
31,15:03:95:13:72:be,-79
32,3d:2e:93:db:f0:70,-78
33,6a:ba:ef:44:94:10,-79
34,6a:ec:3b:7a:d0:58,-79
35,7d:67:cc:7b:0a:b0,-74
