,addr,rssi
0,64:85:ee:50:96:50,-66
1,3d:79:05:c1:a3:b4,-79
2,f5:e9:e1:52:ce:32,-58
3,56:93:ea:51:fe:2d,-79
4,60:7c:ed:2d:53:37,-78
5,08:66:98:ea:60:6f,-77
6,26:d0:de:21:64:18,-78
7,06:15:1a:c4:62:ee,-74
8,71:d1:da:0f:a3:7b,-79
9,74:3d:d0:38:46:4f,-79
10,52:01:7b:02:18:6c,-79
11,4a:74:f5:73:92:aa,-77
12,50:57:33:5e:65:a8,-77
13,c3:18:c2:86:85:0f,-79
14,67:19:ef:3d:64:d1,-79
15,06:ec:e6:ef:f8:b8,-79
16,62:03:df:d5:3d:c2,-79
17,f0:42:51:0e:79:64,-79
18,e4:c7:a0:de:dd:22,-78
19,00:a0:50:11:96:67,-79
20,00:a0:50:0d:35:8f,-79
