,addr,rssi
0,63:e8:70:cc:a7:f8,-64
1,4f:6f:b3:22:d8:01,-55
2,67:e9:b9:3b:ff:05,-66
3,61:74:2b:f6:be:1a,-65
4,da:89:88:08:4c:c7,-79
5,79:cf:40:1a:eb:65,-66
6,41:92:b3:20:68:8b,-69
7,54:3b:52:07:5c:96,-79
8,3e:da:52:19:90:e2,-76
9,74:90:50:40:c9:15,-73
10,e4:7d:c9:3a:dd:2e,-71
11,56:66:bd:c7:10:ea,-73
12,ce:d0:ef:64:b5:00,-64
13,d3:29:c1:ed:48:6c,-76
14,72:9f:a3:1f:73:9d,-76
15,46:f8:e4:c7:e9:dc,-79
16,20:28:68:db:8d:85,-79
17,68:76:82:a1:74:51,-78
18,79:c1:db:1c:4d:e1,-79
19,76:0f:98:44:81:1c,-79
20,59:66:d4:32:85:3d,-77
21,42:4d:ed:6d:7a:09,-79
22,e9:df:70:91:a9:4e,-60
23,6d:95:47:a5:85:d4,-79
24,00:a0:50:d8:72:16,-79
25,00:a0:50:c4:2a:98,-79
26,14:83:fb:dc:cc:61,-79
27,36:04:52:01:6f:9b,-76
28,64:cd:7b:57:49:4c,-79
29,74:92:0f:4e:1b:34,-79
30,1f:36:41:10:ca:42,-79
31,69:38:90:54:7a:a9,-79
32,61:9d:c4:12:b5:a1,-78
33,4e:ed:b0:d6:aa:b6,-79
34,43:50:1f:62:98:61,-79
35,00:a0:50:53:46:47,-79
36,75:c2:ab:27:a3:3b,-79
37,5e:51:48:d8:9e:48,-79
38,c9:f2:e9:e8:dc:aa,-79
39,52:c4:d8:da:64:71,-75
40,40:b9:a2:f8:46:8f,-79
41,14:64:3b:16:c2:9c,-79
42,47:82:72:3b:ba:85,-75
43,2e:50:21:14:1d:34,-79
44,3e:65:3a:82:99:48,-73
45,ff:7d:0d:67:d0:26,-79
46,63:ad:eb:39:7a:e6,-75
47,54:ea:7f:34:cd:b6,-79
48,4c:cb:93:15:aa:39,-79
49,55:30:29:01:7a:78,-79
50,05:6e:91:00:33:05,-77
51,0c:0d:88:ed:50:f1,-77
52,49:05:2f:e0:1f:b2,-77
